0.32790697674418606,0.3401432601626975,10
0.25581395348837216,0.49901926101632627,20
0.2201550387596899,0.6145096201446196,30
0.18691860465116278,0.6749929908640872,40
0.1653488372093022,0.727117985225922,50
0.1474806201550387,0.7723382436137907,60
0.13405315614617927,0.8132214802342096,70
0.12296511627906982,0.8389458460726233,80
0.11447028423772598,0.8663775199920203,90
0.10662790697674418,0.901100254927288,100
0.3195454545454542,0.37659304486730416,10
0.2451136363636361,0.5351815613807868,20
0.2031060606060607,0.6390120574555389,30
0.17113636363636356,0.7023365686675888,40
0.1500454545454545,0.7589849974212535,50
0.13318181818181812,0.791883279602542,60
0.12042207792207817,0.8255068387875821,70
0.10923295454545455,0.8502411373846508,80
0.10017676767676809,0.8710672266728882,90
0.09275000000000007,0.8906780579169474,100
